fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
453,car,0.509699821472168,66,1336,323,1414,395,,,,,,,
454,person,0.5491917133331299,48,556,273,604,424,,,,,,,
454,person,0.6686850786209106,49,516,276,565,422,,,,,,,
454,car,0.47211089730262756,38,1301,320,1344,353,,,,,,,
454,car,0.6338127255439758,81,1331,322,1440,401,,,,,,,
454,car,0.5126234889030457,86,1450,325,1513,382,,,,,,,
454,car,0.509172797203064,66,1333,324,1414,393,,,,,,,
455,person,0.5599473118782043,48,556,274,605,422,,,,,,,
455,person,0.4911373257637024,49,517,275,570,421,,,,,,,
455,car,0.48507368564605713,38,1301,320,1344,353,,,,,,,
455,car,0.5446755886077881,86,1446,325,1513,382,,,,,,,
455,car,0.5346801280975342,66,1333,324,1406,390,,,,,,,
455,car,0.45235422253608704,90,1435,325,1483,375,,,,,,,
456,person,0.6222482919692993,48,557,274,607,422,,,,,,,
456,person,0.5264303684234619,49,520,275,570,415,,,,,,,
456,car,0.4562266170978546,38,1302,320,1343,352,,,,,,,
456,car,0.5469189882278442,86,1446,325,1513,382,,,,,,,
456,car,0.5110465288162231,66,1332,324,1401,390,,,,,,,
456,car,0.4476522207260132,90,1434,324,1477,373,,,,,,,
456,car,0.47349533438682556,81,1329,322,1423,396,,,,,,,
457,person,0.6593929529190063,48,558,273,607,422,,,,,,,
457,person,0.43231484293937683,49,524,276,570,403,,,,,,,
457,car,0.5011534690856934,38,1303,320,1343,351,,,,,,,
457,car,0.5064045190811157,86,1451,325,1513,382,,,,,,,
457,car,0.5615614056587219,66,1331,324,1396,389,,,,,,,
457,car,0.40475282073020935,90,1432,324,1472,372,,,,,,,
458,person,0.6709990501403809,48,556,270,608,421,,,,,,,
458,car,0.4900449514389038,86,1454,324,1513,382,,,,,,,
458,car,0.5028960704803467,66,1331,323,1396,389,,,,,,,
458,car,0.4006190598011017,90,1425,324,1472,374,matricula,0.5415945649147034,1425,333,1456,373,
458,car,0.5254789590835571,81,1327,321,1426,398,,,,,,,
459,person,0.6955260634422302,48,555,271,610,422,,,,,,,
459,car,0.4906293451786041,86,1454,324,1513,383,,,,,,,
459,car,0.4866984486579895,66,1329,323,1395,388,,,,,,,
459,car,0.4063166379928589,90,1424,324,1478,377,,,,,,,
459,car,0.4002060294151306,92,1427,323,1515,382,,,,,,,
459,car,0.5402100086212158,81,1325,321,1425,398,,,,,,,
460,person,0.5988819599151611,48,553,273,611,422,,,,,,,
460,car,0.49264150857925415,86,1454,325,1513,383,,,,,,,
460,car,0.5527839660644531,66,1329,322,1394,387,,,,,,,
460,car,0.4764293134212494,92,1432,325,1515,383,,,,,,,
461,person,0.650397002696991,48,560,275,613,422,,,,,,,
461,person,0.42338165640830994,49,531,271,579,417,,,,,,,
461,car,0.49469059705734253,86,1455,325,1513,383,,,,,,,
461,car,0.4713054895401001,92,1434,326,1515,383,,,,,,,
461,car,0.48388466238975525,81,1324,322,1421,390,,,,,,,
462,person,0.6474530100822449,48,566,276,615,421,,,,,,,
462,person,0.47737038135528564,49,531,271,581,417,,,,,,,
462,car,0.48465901613235474,86,1456,325,1513,382,,,,,,,
462,car,0.44520846009254456,92,1434,326,1515,383,,,,,,,
462,car,0.41697561740875244,94,989,309,1078,344,,,,,,,
462,car,0.40147924423217773,81,1343,321,1421,395,,,,,,,
462,car,0.524763286113739,66,1326,321,1396,386,,,,,,,
463,person,0.7362489104270935,48,569,276,618,421,,,,,,,
463,person,0.5973584651947021,49,532,271,584,417,,,,,,,
463,car,0.48467686772346497,86,1457,325,1513,382,,,,,,,
463,car,0.4312674403190613,92,1434,326,1515,383,,,,,,,
463,car,0.41336363554000854,94,989,309,1079,344,,,,,,,
463,car,0.609211802482605,66,1325,321,1387,385,,,,,,,
464,person,0.7203022837638855,48,571,275,619,419,,,,,,,
464,person,0.601811945438385,49,534,272,585,417,,,,,,,
464,car,0.4896891415119171,86,1457,325,1513,382,,,,,,,
464,car,0.4382866621017456,92,1434,326,1515,383,,,,,,,
464,car,0.4396989345550537,94,990,309,1079,344,,,,,,,
464,car,0.603085458278656,66,1322,320,1390,385,,,,,,,
464,car,0.40813717246055603,81,1358,321,1418,396,,,,,,,
465,person,0.6864505410194397,48,572,274,621,418,,,,,,,
465,person,0.5824798941612244,49,537,275,588,417,,,,,,,
465,car,0.49699026346206665,86,1457,325,1513,382,,,,,,,
465,car,0.4433450400829315,92,1433,326,1515,383,,,,,,,
465,car,0.47439220547676086,94,992,309,1079,344,,,,,,,
465,car,0.4528641402721405,66,1320,321,1382,383,,,,,,,
465,car,0.6406786441802979,81,1331,320,1411,389,,,,,,,
466,person,0.5634415745735168,48,576,276,623,418,,,,,,,
466,person,0.6220365166664124,49,540,277,588,416,,,,,,,
466,car,0.4788703918457031,86,1453,325,1513,382,,,,,,,
466,car,0.4875187277793884,94,993,309,1079,344,,,,,,,
466,car,0.7035369277000427,81,1322,319,1408,385,,,,,,,
467,person,0.5906164646148682,48,578,276,625,417,,,,,,,
467,person,0.5782478451728821,49,542,277,587,416,,,,,,,
467,car,0.4658190906047821,86,1452,324,1513,382,,,,,,,
467,car,0.4299089014530182,94,996,308,1080,343,,,,,,,
467,car,0.715617299079895,81,1319,319,1406,384,,,,,,,
467,car,0.4077771008014679,90,1403,324,1450,374,,,,,,,
468,person,0.5440120697021484,48,582,276,627,416,,,,,,,
468,person,0.6488962173461914,49,544,277,589,415,,,,,,,
468,car,0.47122299671173096,86,1451,324,1513,382,,,,,,,
468,car,0.4839213490486145,94,998,308,1081,343,,,,,,,
468,car,0.6685926914215088,81,1315,319,1405,383,,,,,,,
468,car,0.43913188576698303,90,1401,324,1447,374,,,,,,,
469,person,0.6098860502243042,48,584,274,628,416,,,,,,,
469,person,0.5988786220550537,49,545,277,590,415,,,,,,,
469,car,0.46219855546951294,86,1450,324,1513,382,,,,,,,
469,car,0.5605435371398926,94,1000,309,1084,343,,,,,,,
469,car,0.4350335896015167,81,1315,319,1398,381,,,,,,,
469,car,0.4838734269142151,90,1399,324,1447,372,,,,,,,
469,car,0.6427006125450134,66,1315,320,1375,379,,,,,,,
470,person,0.6514075994491577,48,587,280,630,415,,,,,,,
470,person,0.6803197264671326,49,546,279,592,416,,,,,,,
470,car,0.4727688431739807,86,1448,324,1513,382,,,,,,,
470,car,0.5377722978591919,94,997,309,1085,343,,,,,,,
470,car,0.46689853072166443,81,1313,319,1397,383,,,,,,,
470,car,0.4868246614933014,90,1398,324,1447,371,,,,,,,
470,car,0.6297421455383301,66,1314,320,1376,379,,,,,,,
471,person,0.6613159775733948,48,590,275,632,413,,,,,,,
471,person,0.7047384977340698,49,549,277,595,416,,,,,,,
471,car,0.5964701175689697,94,998,309,1087,343,,,,,,,
471,car,0.7159236669540405,81,1312,320,1397,383,,,,,,,
471,car,0.5098077654838562,90,1395,324,1453,371,,,,,,,
471,car,0.41954997181892395,92,1432,325,1515,382,,,,,,,
472,person,0.5807855725288391,48,592,275,632,409,,,,,,,
472,person,0.7037099003791809,49,551,274,597,416,,,,,,,
472,car,0.49645864963531494,94,996,309,1087,343,,,,,,,
472,car,0.6759434342384338,81,1311,320,1395,383,,,,,,,
472,car,0.5115543007850647,90,1393,324,1455,371,,,,,,,
472,car,0.4240630269050598,92,1432,325,1515,382,,,,,,,
473,person,0.7025243639945984,49,554,272,600,415,,,,,,,
473,car,0.529306173324585,94,997,310,1089,344,,,,,,,
473,car,0.6445526480674744,81,1311,320,1394,382,,,,,,,
473,car,0.5491864085197449,90,1390,324,1449,369,,,,,,,
473,car,0.41705793142318726,92,1431,325,1515,382,,,,,,,
474,person,0.7280451059341431,49,556,272,603,416,,,,,,,
474,person,0.49871182441711426,48,597,275,635,410,,,,,,,
474,car,0.5795254707336426,94,1005,311,1091,344,,,,,,,
474,car,0.6569145321846008,81,1311,320,1393,381,,,,,,,
474,car,0.5918082594871521,90,1388,324,1447,368,,,,,,,
474,car,0.4049304127693176,92,1431,325,1515,382,,,,,,,
474,car,0.5301429033279419,97,1344,321,1393,382,,,,,,,
474,car,0.40279650688171387,86,1453,324,1513,382,,,,,,,
475,person,0.7277044653892517,49,560,272,605,416,,,,,,,
475,person,0.6122486591339111,48,598,276,638,412,,,,,,,
475,car,0.6607570648193359,94,1009,312,1093,344,,,,,,,
475,car,0.6420748829841614,81,1311,320,1391,380,,,,,,,
475,car,0.6474787592887878,90,1387,323,1446,367,,,,,,,
475,car,0.4072180986404419,92,1431,325,1515,382,,,,,,,
475,car,0.5259616374969482,97,1348,322,1392,382,,,,,,,
475,car,0.5786265134811401,66,1311,321,1369,376,,,,,,,
476,person,0.6680893898010254,49,563,272,607,416,,,,,,,
476,person,0.4681469798088074,48,601,277,639,412,,,,,,,
476,car,0.6482461094856262,94,1010,312,1093,344,,,,,,,
476,car,0.6648854613304138,81,1310,319,1390,380,,,,,,,
476,car,0.6293137669563293,90,1386,323,1444,367,,,,,,,
476,car,0.43423405289649963,92,1431,325,1515,382,matricula,0.5102896094322205,1431,325,1447,370,
476,car,0.46295079588890076,97,1349,323,1391,380,,,,,,,
477,person,0.6896381378173828,49,565,273,609,416,,,,,,,
477,person,0.49536600708961487,48,604,275,639,412,,,,,,,
477,car,0.5523974895477295,94,1021,312,1093,344,,,,,,,
477,car,0.5816117525100708,81,1310,319,1389,379,,,,,,,
477,car,0.5988103747367859,90,1386,323,1441,366,,,,,,,
477,car,0.4195480942726135,92,1431,325,1515,382,,,,,,,
477,car,0.45733386278152466,97,1344,321,1390,379,,,,,,,
477,car,0.5766646265983582,66,1309,320,1359,374,,,,,,,
478,person,0.6962422728538513,49,567,274,611,416,,,,,,,
478,person,0.43070751428604126,48,605,275,645,413,,,,,,,
478,car,0.4955834448337555,94,1029,312,1093,344,,,,,,,
478,car,0.6760503649711609,81,1308,319,1386,376,,,,,,,
478,car,0.5658420920372009,90,1387,324,1441,366,,,,,,,
478,car,0.4211602807044983,92,1431,325,1515,382,,,,,,,
478,car,0.4241958260536194,97,1345,322,1389,378,,,,,,,
478,car,0.5075989961624146,99,1390,324,1457,371,,,,,,,
479,person,0.6579755544662476,49,566,274,613,416,,,,,,,
479,person,0.49352481961250305,48,607,275,648,414,,,,,,,
479,car,0.40627363324165344,94,1035,313,1093,344,,,,,,,
479,car,0.6643251180648804,81,1308,319,1386,375,,,,,,,
479,car,0.5576745271682739,90,1387,324,1440,366,,,,,,,
479,car,0.4303525686264038,92,1430,325,1515,382,,,,,,,
479,car,0.4189225435256958,97,1346,325,1389,378,,,,,,,
479,car,0.49217286705970764,99,1390,324,1455,371,,,,,,,
479,car,0.4586240351200104,101,1333,320,1390,377,,,,,,,
480,person,0.6143693923950195,49,567,275,615,416,,,,,,,
480,car,0.6673176884651184,81,1307,319,1381,374,,,,,,,
480,car,0.5568509697914124,90,1386,324,1440,366,,,,,,,
480,car,0.41379958391189575,92,1430,325,1515,382,,,,,,,
480,car,0.4886305630207062,99,1389,324,1455,371,,,,,,,
481,person,0.6705020070075989,49,569,275,617,416,,,,,,,
481,person,0.41569405794143677,48,611,280,652,408,,,,,,,
481,car,0.648654580116272,81,1306,319,1381,376,,,,,,,
481,car,0.5398406982421875,90,1385,324,1439,365,,,,,,,
481,car,0.41951024532318115,92,1430,325,1515,382,,,,,,,
481,car,0.48353004455566406,99,1389,324,1455,371,,,,,,,
481,car,0.4549427330493927,94,1033,313,1100,344,,,,,,,
482,person,0.6910538673400879,49,572,276,618,416,,,,,,,
482,person,0.4144737124443054,48,611,278,655,407,,,,,,,
482,car,0.5832058787345886,81,1305,319,1378,374,,,,,,,
482,car,0.5301935076713562,90,1383,324,1439,365,,,,,,,
482,car,0.41142258048057556,92,1430,325,1515,382,,,,,,,
482,car,0.4563562870025635,99,1389,323,1455,371,,,,,,,
482,car,0.43931272625923157,94,1032,312,1099,343,,,,,,,
483,person,0.6569823622703552,49,574,277,622,416,,,,,,,
483,car,0.5837540626525879,81,1304,319,1375,372,,,,,,,
483,car,0.5512769818305969,90,1381,323,1438,364,,,,,,,
483,car,0.41018715500831604,92,1430,325,1515,382,,,,,,,
483,car,0.448164165019989,99,1388,323,1455,371,,,,,,,
484,person,0.6111998558044434,49,576,276,623,415,,,,,,,
484,person,0.5438347458839417,48,611,275,657,404,,,,,,,
484,car,0.574007511138916,81,1303,319,1371,370,,,,,,,
484,car,0.5469749569892883,90,1382,323,1437,363,,,,,,,
484,car,0.4037771224975586,92,1430,325,1515,382,,,,,,,
484,car,0.4537132978439331,99,1389,323,1453,371,,,,,,,
485,person,0.5317476391792297,49,578,275,624,414,,,,,,,
485,person,0.4601263701915741,48,610,275,656,406,,,,,,,
485,car,0.5385829210281372,81,1303,320,1360,370,,,,,,,
485,car,0.5370302796363831,90,1382,323,1436,363,,,,,,,
485,car,0.4451851546764374,99,1389,323,1451,371,,,,,,,
486,person,0.4793584644794464,49,579,274,625,412,,,,,,,
486,person,0.6547351479530334,48,610,273,660,409,,,,,,,
486,person,0.4981324374675751,102,810,282,840,373,,,,,,,
486,car,0.5224936604499817,81,1302,320,1358,370,,,,,,,
486,car,0.5253445506095886,90,1383,323,1436,363,,,,,,,
486,car,0.42898571491241455,99,1389,323,1451,371,,,,,,,
486,car,0.4024083912372589,86,1456,325,1513,382,,,,,,,
486,car,0.4051767587661743,92,1431,325,1514,382,,,,,,,
487,person,0.5841641426086426,49,580,274,630,411,,,,,,,
487,person,0.6135278344154358,48,614,273,662,410,,,,,,,
487,person,0.4924715757369995,102,811,280,841,370,,,,,,,
487,car,0.5876283645629883,81,1300,319,1363,369,,,,,,,
487,car,0.5385692119598389,90,1384,323,1436,363,,,,,,,
487,car,0.43427973985671997,99,1389,323,1450,371,,,,,,,
487,car,0.41483214497566223,86,1455,325,1513,382,,,,,,,
487,car,0.4171536862850189,92,1430,325,1514,382,,,,,,,
488,person,0.6257851123809814,49,584,276,636,412,,,,,,,
488,person,0.43241655826568604,48,619,274,665,409,,,,,,,
488,person,0.42361128330230713,102,811,280,842,367,,,,,,,
488,car,0.5005614757537842,81,1300,322,1350,367,,,,,,,
488,car,0.49032020568847656,90,1385,323,1436,363,,,,,,,
488,car,0.4205140769481659,99,1389,323,1449,371,,,,,,,
488,car,0.407670259475708,92,1430,325,1514,382,,,,,,,
488,car,0.47118476033210754,94,1045,313,1110,344,,,,,,,
489,person,0.6107690930366516,49,586,276,638,412,,,,,,,
489,person,0.4177844226360321,48,621,273,664,411,,,,,,,
489,car,0.5063720941543579,81,1299,324,1343,366,,,,,,,
489,car,0.5034851431846619,90,1385,324,1436,363,,,,,,,
489,car,0.42123281955718994,99,1389,323,1448,371,,,,,,,
489,car,0.41638848185539246,92,1430,325,1514,382,,,,,,,
489,car,0.4148312509059906,86,1456,325,1513,382,,,,,,,
490,person,0.5814805626869202,49,586,273,638,413,,,,,,,
490,person,0.5095942616462708,48,620,273,665,411,,,,,,,
490,car,0.4333708584308624,81,1299,322,1344,368,,,,,,,
490,car,0.4850861430168152,90,1385,324,1435,363,,,,,,,
490,car,0.40548527240753174,99,1390,323,1447,371,,,,,,,
490,car,0.40948018431663513,92,1431,325,1514,382,,,,,,,
490,car,0.4055310785770416,86,1456,325,1513,382,,,,,,,
491,person,0.6651296019554138,49,587,271,639,414,,,,,,,
491,person,0.4949418008327484,48,622,274,666,411,,,,,,,
491,car,0.47998425364494324,81,1298,323,1340,366,,,,,,,
491,car,0.4785676896572113,90,1385,324,1435,363,,,,,,,
491,car,0.40133076906204224,92,1431,325,1514,382,,,,,,,
491,car,0.4049375355243683,86,1457,325,1513,382,,,,,,,
491,car,0.4622053802013397,94,1052,314,1125,345,,,,,,,
492,person,0.6800553798675537,49,588,272,640,413,,,,,,,
492,person,0.5464631915092468,48,622,273,666,409,,,,,,,
492,car,0.4511394500732422,81,1297,324,1339,365,,,,,,,
492,car,0.4624500572681427,90,1385,324,1435,363,,,,,,,
492,car,0.40088334679603577,92,1431,326,1514,382,,,,,,,
492,car,0.41418737173080444,86,1457,325,1513,382,,,,,,,
492,car,0.5114785432815552,94,1055,315,1126,345,,,,,,,
493,person,0.6259287595748901,49,590,273,640,413,,,,,,,
493,person,0.5603572130203247,48,621,272,668,409,,,,,,,
493,car,0.4796355366706848,81,1296,324,1338,365,,,,,,,
493,car,0.4793011546134949,90,1385,324,1434,362,,,,,,,
493,car,0.4198962450027466,86,1459,325,1513,382,,,,,,,
493,car,0.44872063398361206,94,1056,314,1111,344,,,,,,,
493,car,0.4029805064201355,99,1388,323,1448,371,,,,,,,
494,person,0.6563990712165833,49,591,273,640,412,,,,,,,
494,person,0.4521549940109253,48,617,272,669,411,,,,,,,
494,car,0.5105329751968384,81,1294,324,1338,365,,,,,,,
494,car,0.49454110860824585,90,1385,324,1435,362,,,,,,,
494,car,0.4180775284767151,86,1460,325,1513,382,,,,,,,
494,car,0.4503439962863922,94,1057,315,1118,345,,,,,,,
494,car,0.4209851920604706,103,1295,319,1357,368,,,,,,,
494,car,0.416674941778183,99,1388,323,1448,371,,,,,,,
495,person,0.707977294921875,49,592,273,640,412,,,,,,,
495,person,0.44571200013160706,48,624,275,671,411,,,,,,,
495,car,0.5746432542800903,81,1294,324,1343,365,,,,,,,
495,car,0.47342756390571594,90,1386,324,1435,362,,,,,,,
495,car,0.4342496991157532,86,1462,325,1513,382,,,,,,,
495,car,0.522172212600708,94,1058,315,1125,345,,,,,,,
495,car,0.49157607555389404,103,1295,319,1358,368,,,,,,,
495,car,0.40859177708625793,99,1388,323,1448,371,,,,,,,
496,person,0.7102965712547302,49,594,275,639,411,,,,,,,
496,person,0.5105186700820923,48,629,276,673,413,,,,,,,
496,car,0.5820686221122742,81,1293,324,1345,365,,,,,,,
496,car,0.4853033423423767,90,1386,324,1435,362,,,,,,,
496,car,0.4329091012477875,86,1462,325,1513,382,,,,,,,
496,car,0.48307037353515625,94,1058,316,1127,345,,,,,,,
496,car,0.46692487597465515,103,1294,321,1358,369,,,,,,,
496,car,0.4199378490447998,99,1388,323,1449,371,matricula,0.5134822726249695,1388,323,1399,360,
496,car,0.43494781851768494,106,1361,322,1397,357,,,,,,,
497,person,0.6723814010620117,49,595,276,640,410,,,,,,,
497,person,0.5295554995536804,48,632,276,675,412,,,,,,,
497,car,0.5806790590286255,81,1291,324,1344,364,,,,,,,
497,car,0.47274529933929443,90,1386,324,1435,362,,,,,,,
497,car,0.4337451159954071,86,1462,325,1514,382,,,,,,,
497,car,0.44933387637138367,94,1060,315,1129,345,,,,,,,
497,car,0.43492838740348816,103,1292,322,1358,369,,,,,,,
497,car,0.4013161063194275,99,1388,323,1448,371,,,,,,,
497,car,0.43249449133872986,106,1360,322,1396,357,,,,,,,
498,person,0.6902477145195007,49,596,278,638,410,,,,,,,
498,person,0.6446120738983154,48,632,278,677,412,,,,,,,
498,car,0.6314016580581665,81,1290,324,1344,364,,,,,,,
498,car,0.46787115931510925,90,1385,324,1435,362,,,,,,,
498,car,0.43681371212005615,86,1462,325,1514,382,,,,,,,
498,car,0.4737440049648285,94,1062,315,1132,345,,,,,,,
498,car,0.41631683707237244,99,1388,323,1448,371,,,,,,,
498,car,0.47718679904937744,106,1358,323,1396,357,,,,,,,
499,person,0.6871621012687683,49,598,276,641,410,,,,,,,
499,person,0.6487659811973572,48,634,276,678,411,,,,,,,
499,car,0.6271304488182068,81,1290,323,1344,363,,,,,,,
499,car,0.46342694759368896,90,1385,324,1436,362,,,,,,,
499,car,0.43483367562294006,86,1462,325,1513,382,,,,,,,
499,car,0.6654837727546692,94,1064,315,1132,346,,,,,,,
499,car,0.40993067622184753,99,1388,323,1448,371,,,,,,,
499,car,0.4805108308792114,106,1357,323,1397,358,matricula,0.616684079170227,1383,323,1396,358,
500,person,0.687098503112793,49,600,275,643,409,,,,,,,
500,person,0.6753457188606262,48,634,275,680,412,,,,,,,
500,car,0.6596670746803284,81,1290,322,1346,363,,,,,,,
500,car,0.490509957075119,90,1385,324,1436,362,,,,,,,
500,car,0.4441981315612793,86,1461,325,1513,382,,,,,,,
500,car,0.663553774356842,94,1065,316,1133,347,,,,,,,
500,car,0.4235653579235077,99,1387,323,1448,371,matricula,0.5156428217887878,1387,323,1398,359,
500,car,0.48844853043556213,106,1357,323,1396,357,,,,,,,
501,person,0.6303488612174988,49,603,273,644,410,,,,,,,
501,person,0.6663183569908142,48,636,274,682,411,,,,,,,
501,car,0.6424517631530762,81,1289,321,1346,363,,,,,,,
501,car,0.501366138458252,90,1385,324,1437,363,,,,,,,
501,car,0.45953986048698425,86,1461,325,1513,382,,,,,,,
501,car,0.6625909209251404,94,1066,316,1131,347,,,,,,,
501,car,0.44625410437583923,99,1387,323,1448,371,matricula,0.623110294342041,1387,323,1398,359,
501,car,0.5218026638031006,106,1356,323,1396,357,,,,,,,
502,person,0.6905255317687988,49,606,272,646,409,,,,,,,
502,person,0.6316414475440979,48,639,274,683,410,,,,,,,
502,car,0.6909518241882324,81,1289,321,1348,363,,,,,,,
502,car,0.5134397745132446,90,1385,324,1437,362,,,,,,,
502,car,0.46387776732444763,86,1461,325,1513,382,,,,,,,
502,car,0.6443132162094116,94,1068,315,1133,347,,,,,,,
502,car,0.4390888512134552,99,1387,323,1448,371,matricula,0.5543547868728638,1387,323,1398,359,
502,car,0.5296810865402222,106,1356,323,1396,357,,,,,,,
503,person,0.6265333294868469,49,608,271,648,409,,,,,,,
503,person,0.6956695914268494,48,640,276,684,410,,,,,,,
503,car,0.6824548840522766,81,1288,322,1347,363,,,,,,,
503,car,0.5053637027740479,90,1385,324,1438,363,,,,,,,
503,car,0.4678177237510681,86,1461,325,1513,382,,,,,,,
503,car,0.6907446980476379,94,1070,314,1139,346,,,,,,,
503,car,0.4377295970916748,99,1387,324,1448,371,,,,,,,
503,car,0.54335618019104,106,1357,323,1397,357,,,,,,,
504,person,0.658357560634613,49,610,273,651,409,,,,,,,
504,person,0.6842384934425354,48,642,278,686,411,,,,,,,
504,car,0.6745945811271667,81,1288,323,1348,363,,,,,,,
504,car,0.5086072683334351,90,1385,324,1438,363,,,,,,,
504,car,0.4805329442024231,86,1461,325,1513,382,,,,,,,
504,car,0.6208364367485046,94,1072,313,1141,346,,,,,,,
504,car,0.4371609389781952,99,1387,323,1448,371,,,,,,,
504,car,0.5122906565666199,106,1359,323,1397,358,,,,,,,
505,person,0.699164867401123,49,612,274,652,408,,,,,,,
505,person,0.6866117119789124,48,645,281,688,409,,,,,,,
505,car,0.6269558668136597,81,1287,322,1347,362,,,,,,,
505,car,0.5173389911651611,90,1385,324,1438,363,,,,,,,
505,car,0.4467398226261139,86,1459,325,1513,381,,,,,,,
505,car,0.6757307648658752,94,1074,313,1143,346,,,,,,,
505,car,0.4468529522418976,99,1387,323,1449,371,,,,,,,
505,car,0.48484763503074646,106,1360,323,1397,358,,,,,,,
506,person,0.768436849117279,49,614,274,654,407,,,,,,,
506,person,0.7083014249801636,48,648,282,690,408,,,,,,,
506,car,0.5638396143913269,81,1286,321,1347,362,,,,,,,
506,car,0.49970412254333496,90,1384,324,1438,363,,,,,,,
506,car,0.43444374203681946,86,1458,325,1513,381,,,,,,,
506,car,0.5881415605545044,94,1079,313,1141,346,,,,,,,
506,car,0.44031766057014465,99,1387,323,1450,371,,,,,,,
506,car,0.4891655445098877,106,1360,323,1398,358,,,,,,,
507,person,0.6869050860404968,49,615,273,657,406,,,,,,,
507,car,0.5654557347297668,81,1285,321,1346,362,,,,,,,
507,car,0.497377872467041,90,1384,324,1438,363,,,,,,,
507,car,0.4418627917766571,86,1457,324,1513,381,,,,,,,
507,car,0.5962437391281128,94,1081,313,1141,347,,,,,,,
507,car,0.4402584433555603,99,1387,323,1450,371,,,,,,,
507,car,0.49087223410606384,106,1360,323,1398,358,,,,,,,
508,person,0.6877437829971313,49,615,272,661,407,,,,,,,
508,person,0.4267914295196533,48,654,282,692,408,,,,,,,
508,car,0.5384942889213562,81,1285,321,1341,362,,,,,,,
508,car,0.5059871077537537,90,1384,324,1438,363,,,,,,,
508,car,0.4487549066543579,86,1457,324,1513,381,,,,,,,
508,car,0.6751118898391724,94,1078,313,1144,346,,,,,,,
508,car,0.44310805201530457,99,1387,323,1451,371,,,,,,,
508,car,0.5004160404205322,106,1360,323,1398,359,,,,,,,
508,car,0.40389031171798706,92,1432,325,1514,381,,,,,,,
509,person,0.6429802179336548,49,616,271,668,408,,,,,,,
509,car,0.5775230526924133,81,1285,321,1340,362,,,,,,,
509,car,0.49103832244873047,90,1384,324,1439,363,,,,,,,
509,car,0.4542064070701599,86,1457,324,1513,381,,,,,,,
509,car,0.5780225396156311,94,1078,313,1146,346,,,,,,,
509,car,0.43654486536979675,99,1386,323,1453,371,,,,,,,
509,car,0.4967544674873352,106,1361,323,1398,359,,,,,,,
509,car,0.40863946080207825,92,1432,325,1514,381,,,,,,,
510,person,0.6812417507171631,49,617,271,667,405,,,,,,,
510,person,0.4019031524658203,48,658,283,696,398,,,,,,,
510,car,0.5868309140205383,81,1284,321,1338,362,,,,,,,
510,car,0.5002222061157227,90,1384,324,1440,363,,,,,,,
510,car,0.4574602544307709,86,1457,324,1513,381,,,,,,,
510,car,0.6205515265464783,94,1077,313,1151,347,,,,,,,
510,car,0.44000324606895447,99,1386,323,1452,371,,,,,,,
510,car,0.4983482360839844,106,1362,323,1399,358,,,,,,,
510,car,0.4078238904476166,92,1432,325,1514,381,,,,,,,
511,person,0.6437215209007263,49,619,274,665,404,,,,,,,
511,person,0.5188337564468384,48,657,283,697,397,,,,,,,
511,car,0.5815156698226929,81,1283,321,1338,361,,,,,,,
511,car,0.515396237373352,90,1383,324,1439,363,,,,,,,
511,car,0.4534864127635956,86,1457,324,1513,381,,,,,,,
511,car,0.47853168845176697,94,1082,312,1154,346,,,,,,,
511,car,0.44033083319664,99,1386,323,1452,371,,,,,,,
511,car,0.5390597581863403,106,1362,323,1398,358,,,,,,,
511,car,0.4047248065471649,92,1432,325,1514,381,,,,,,,
512,person,0.6606546640396118,49,619,275,665,404,,,,,,,
512,person,0.5584229230880737,48,657,284,698,399,,,,,,,
512,car,0.5943339467048645,81,1283,321,1337,361,,,,,,,
512,car,0.5063382387161255,90,1383,324,1439,363,,,,,,,
512,car,0.4515551030635834,86,1458,324,1513,381,,,,,,,
512,car,0.43615761399269104,94,1087,311,1157,345,,,,,,,
512,car,0.4361395239830017,99,1386,323,1451,371,,,,,,,
512,car,0.5318607687950134,106,1364,323,1398,357,,,,,,,
512,car,0.41027647256851196,92,1432,325,1514,381,,,,,,,
513,person,0.6523342132568359,49,619,276,665,404,,,,,,,
513,person,0.5463050007820129,48,658,281,698,403,,,,,,,
513,car,0.6439929008483887,81,1282,321,1337,360,,,,,,,
513,car,0.5136424899101257,90,1383,324,1439,362,,,,,,,
513,car,0.4416116178035736,86,1458,324,1513,381,,,,,,,
513,car,0.4575144648551941,94,1089,312,1158,345,,,,,,,
513,car,0.44365572929382324,99,1386,323,1451,371,,,,,,,
513,car,0.5152245163917542,106,1365,323,1399,357,,,,,,,
513,car,0.4044964015483856,92,1432,325,1514,381,,,,,,,
514,person,0.5982551574707031,49,620,276,667,405,,,,,,,
514,person,0.5141038298606873,48,656,280,697,405,,,,,,,
514,car,0.6617623567581177,81,1282,320,1338,360,,,,,,,
514,car,0.5231075286865234,90,1382,324,1438,362,matricula,0.5868765711784363,1382,324,1401,362,
514,car,0.4501795172691345,86,1457,324,1513,382,,,,,,,
514,car,0.5199531316757202,94,1091,312,1158,345,,,,,,,
514,car,0.4386083781719208,99,1386,323,1450,371,,,,,,,
514,car,0.5338087677955627,106,1366,323,1399,357,,,,,,,
514,car,0.41576772928237915,92,1431,325,1514,381,,,,,,,
515,person,0.5560688376426697,49,621,276,669,406,,,,,,,
